#{"t_start": 1767737369.037167, "env_id": null}
r,l,t
690.593599,240,2394.764876
668.195459,240,2397.830277
783.180624,240,2400.822721
686.702353,240,2403.844534
686.774171,240,2407.10648
579.289298,240,2410.376017
889.077889,240,2413.725107
574.711165,240,2416.991626
584.448295,240,2420.306577
489.189097,240,2423.574786
981.882809,240,2426.709738
787.819345,240,2430.182362
678.246441,240,2433.852566
890.632253,240,2437.452784
582.156336,240,2440.608688
684.780049,240,2443.86516
379.558902,240,2447.115481
428.271679,240,2450.376235
695.247867,240,2453.661455
312.988691,240,2456.860645
-643.194661,166,2459.147929
693.127769,240,2462.902069
789.588635,240,2468.425959
885.807548,240,2472.612635
575.049256,240,2476.275223
371.814092,240,2480.077602
790.055605,240,2483.783352
685.430595,240,2487.406681
482.899802,240,2491.059506
680.249413,240,2494.76674
679.43871,240,2498.348174
492.675647,240,2502.011396
669.410149,240,2505.566411
880.262393,240,2509.113686
778.453376,240,2512.594148
775.447605,240,2515.86258
688.548372,240,2518.965896
585.084742,240,2522.092642
787.291127,240,2525.235835
681.057494,240,2528.831222
680.464972,240,2532.413589
888.162171,240,2535.920539
483.954716,240,2539.591704
780.746347,240,2543.309341
232.479973,240,2547.069368
486.632529,240,2550.873788
478.891553,240,2554.756537
581.655967,240,2558.480723
372.360678,240,2562.213685
587.043704,240,2565.901046
683.987061,240,2569.55917
584.269839,240,2573.024043
565.781048,240,2576.281007
683.904675,240,2579.566461
785.620801,240,2582.924345
887.454915,240,2586.067572
683.282963,240,2589.259742
789.738688,240,2592.456317
684.658547,240,2595.524012
989.00005,240,2598.591564
788.756479,240,2601.6505
579.371078,240,2604.853812
686.963575,240,2607.998898
587.668809,240,2611.176682
681.142587,240,2614.493044
880.647709,240,2617.717249
688.38132,240,2620.834863
571.176781,240,2624.08491
576.764412,240,2627.315087
784.635689,240,2630.529988
778.938127,240,2633.777602
576.74357,240,2636.945092
261.162242,240,2640.216411
679.097395,240,2643.413627
675.962401,240,2646.572584
791.750386,240,2649.700739
683.233738,240,2652.971527
678.515231,240,2656.157026
683.81479,240,2659.37285
779.414581,240,2662.539066
438.387943,240,2665.75245
884.305865,240,2669.085637
796.264159,240,2672.31018
687.356741,240,2675.490124
686.346165,240,2678.640338
349.246563,240,2681.856502
750.406089,240,2685.121996
471.619061,240,2688.352039
581.951531,240,2691.615938
577.845063,240,2694.756602
584.803861,240,2697.861607
481.756888,240,2701.070236
479.758461,240,2704.31681
886.439055,240,2707.461739
1189.013373,240,2710.561594
590.740635,240,2713.692784
684.978354,240,2716.839395
888.44382,240,2719.968235
687.119818,240,2723.110071
689.880479,240,2726.266506
327.90315,240,2729.39884
990.97884,240,2732.572869
687.518344,240,2735.643731
684.98833,240,2738.676643
886.348754,240,2741.725313
668.244368,240,2744.854483
681.161719,240,2748.118633
580.16943,240,2751.172576
983.236132,240,2754.268669
688.107757,240,2757.363151
681.815487,240,2760.468102
785.990545,240,2763.60554
886.341028,240,2766.830426
471.122502,240,2770.071305
884.863513,240,2773.299559
581.188393,240,2776.368401
880.480285,240,2779.592624
786.071633,240,2782.98356
579.730253,240,2786.525557
784.20012,240,2790.08158
788.289296,240,2793.800536
786.661536,240,2797.485058
685.933388,240,2801.302814
886.602142,240,2805.047511
787.183295,240,2808.936463
988.23631,240,2812.588418
677.521628,240,2816.270078
582.24935,240,2819.912164
679.958544,240,2823.609405
792.513317,240,2827.232793
594.687794,240,2831.127065
680.994769,240,2835.835515
676.229511,240,2839.252674
990.166107,240,2842.51034
687.952221,240,2845.9186
791.482626,240,2849.345948
584.233382,240,2852.656132
689.867205,240,2856.026287
675.04304,240,2859.579367
985.339474,240,2863.055654
777.601827,240,2866.394997
587.197727,240,2869.803507
1187.751459,240,2873.124975
985.553275,240,2876.367711
684.534722,240,2879.628541
878.536469,240,2883.054114
883.797166,240,2886.301842
782.369468,240,2889.576839
880.777321,240,2892.869783
785.728403,240,2896.189493
580.783294,240,2899.86839
